createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,token_burn_ratio,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
19229394,2024-2-14,0x4f3cf1b4ad8740f69429d50026d5553cbea05446,0.00165886,0.0,0.0,1.94e-14,0.0,14,0.00165886,0.0,0x4deee23b00d343e474dd0249bd288fdc3c24b2f3,PYETHEREUM,PYETHEREUM,0.00165886,14,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0x4deee23b00d343e474dd0249bd288fdc3c24b2f3,PYETHEREUM,PYETHEREUM,0.00165886,14,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.0,336552000000000.0,1707954779,2024-02-14 23:52:59,1,12,1,0,864,2340,8,4,0.0,16.666666666666668,54.490761602312006,46.3,0.0,True,2340,burn,1707954779,2024-02-14 23:52:59,1.1067027128486668,7e-18,-1.0,0.65h,True
19229370,2024-2-14,0x7f095edd7745fa3c471736dae4874211dea9ed35,7.1e-15,1.83e-07,1.42e-14,5.30668e-11,0.0,3665,1.83e-07,7.1e-15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0xff3f8227c3b0241848e1420ec77d61aee2ad5f67,TxWorx,TX,1.83e-07,3665,0xff3f8227c3b0241848e1420ec77d61aee2ad5f67,TxWorx,TX,1.83e-07,3665,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.0,90000000.0,1716413267,2024-05-22 21:27:47,2,3662,1,78882,500679,7869900,2056,1606,0.0,1.0,57.589702204474,58.16,0.0,True,7869900,burn,1716413267,2024-05-22 21:27:47,2.1480930105100335,7.104e-15,-0.9999999999999966,2186.0833333333335h,True
19229368,2024-2-14,0x9030fe58344546f0cc58465b244e55ff5d735253,66972635.65265064,1.2224547436100248,2.4449094872200496,9301.343369558082,8944.27190999916,452,66972635.65265064,1.2224547436100248,0x25fe8c10ba9c29e470d8895f5dd4b973257c5bb1,TheInfiniteGardenETH,IGETH,66972635.65265064,452,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0x25fe8c10ba9c29e470d8895f5dd4b973257c5bb1,TheInfiniteGardenETH,IGETH,66972635.65265064,452,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0.8,100000000.0,1717298375,2024-06-02 03:19:35,1,451,0,0,610592,0,238,213,0.0,1.694915254237288,66.00966705012078,0.0,0.0,True,9346248,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
19229336,2024-2-14,0xf0ba96f478f0b1da9131dd8ab50559ebda0c8ff5,1986.4628488211035,0.6096196036429734,1.2192392072859468,3385.007896952038,34.64101615137754,56,1986.4628488211035,0.6096196036429734,0xa24fec2f114664305fd8fd0051e0d5dcf9a94129,Ether404,ETHER,1986.4628488211035,56,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0xa24fec2f114664305fd8fd0051e0d5dcf9a94129,Ether404,ETHER,1986.4628488211035,56,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,4.0,300.0,1707953579,2024-02-14 23:32:59,1,55,0,0,460,0,42,13,0.0,2.7777777777777777,90.02377827860569,0.0,0.0,True,1656,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
19229313,2024-2-14,0x13991206fa2059431a523beff88e80215b7d0df7,1.12596e-11,0.0,0.0,5.5e-15,0.0,24,1.12596e-11,0.0,0x4e2b6f6e067abdd5cfc8f28e5a75c5993bc4f116,twap,TWAP,1.12596e-11,24,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0x4e2b6f6e067abdd5cfc8f28e5a75c5993bc4f116,twap,TWAP,1.12596e-11,24,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,6.0,1326600000.0,1707953459,2024-02-14 23:30:59,1,22,1,0,968,2004,16,6,0.0,9.090909090909092,77.1281427825856,81.51,0.0,True,2004,burn,1707953459,2024-02-14 23:30:59,7.936336124470544,1e-18,-1.0,0.5566666666666666h,True
19229312,2024-2-14,0x5d8294812f048b1b531d453be0829f512273c3b2,2.32e-14,0.0,0.0,2.385e-13,0.0,15,2.32e-14,0.0,0xa84c3a27c53d27ad7c41791f693615394403f620,Palette,PALETTE,2.32e-14,15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0xa84c3a27c53d27ad7c41791f693615394403f620,Palette,PALETTE,2.32e-14,15,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,6.0,3469.0,1707951743,2024-02-14 23:02:23,1,13,1,0,57,300,12,1,0.0,7.6923076923076925,94.4025263270167,98.39,0.0,True,300,burn,1707951743,2024-02-14 23:02:23,6.201390974597664,4.3e-17,-1.0,0.08333333333333333h,True
19229305,2024-2-14,0x68792bff159280c279e53333bbc64656168205b9,1.0000000348002712e+16,1.518629204e-07,3.037258408e-07,0.0008483286090086,1.224744871391588,108,1.0000000348002712e+16,1.518629204e-07,0x040f3846a5803e7d7aced44287d586fcc6bca3ca,佩龙 - The Autistic Chinese Dragon,佩龙,1.0000000348002712e+16,108,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0x040f3846a5803e7d7aced44287d586fcc6bca3ca,佩龙 - The Autistic Chinese Dragon,佩龙,1.0000000348002712e+16,108,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.5,1000000000.0,1707968171,2024-02-15 03:36:11,1,107,0,0,1451,0,58,49,0.0,50.0,69.29646455628166,0.0,0.0,True,16584,swap,1707968171,2024-02-15 03:36:11,4.350751639485464,1.51862920449e-07,-0.999999965095015,4.6066666666666665h,True
19229301,2024-2-14,0x7194927a84dc8eec6103022a4216e84e6a439af4,1769800778482031.5,5.506840081e-07,1.1013680162e-06,0.0030700542861336,30822.07001484488,70,1769800778482031.5,5.506840081e-07,0xb67f7bc187920113ec54b75c19629d3e7a9a719f,StarkNet,STRK,1769800778482031.5,70,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0xb67f7bc187920113ec54b75c19629d3e7a9a719f,StarkNet,STRK,1769800778482031.5,70,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.0,950000000.0,1707975467,2024-02-15 05:37:47,1,69,0,0,3677,0,56,13,0.0,100.0,0.0,0.0,0.0,True,24156,swap,1707975467,2024-02-15 05:37:47,55.58148026272643,5.50684008102e-07,-0.9999999900923112,6.71h,True
19229211,2024-2-14,0xa06281638334b17cd177d15d4e9b0a544abb32c1,5.4e-07,1.8e-15,3.7e-15,1.03332e-11,0.0,108,5.4e-07,1.8e-15,0x36338f520238da15d3373edb39cd6843b6021285,Cronus Ai,CronusAi,5.4e-07,108,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0x36338f520238da15d3373edb39cd6843b6021285,Cronus Ai,CronusAi,5.4e-07,108,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.0,850000000.0,1707950531,2024-02-14 22:42:11,1,106,1,0,126,312,74,32,48.28,1.639344262295082,47.6027055299433,0.0,48.28,True,312,burn,1707950531,2024-02-14 22:42:11,1.7180588492355775,1.864e-15,-0.9999999999999988,0.08666666666666667h,True
19229196,2024-2-14,0xce513d07ad3ba8e99eeec6497c33dceae300e3da,1e-16,1e-14,1e-16,2.801e-13,0.0,4,1e-14,1e-16,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,0xc0e1e0556617de3bf073e350ed4b85362f0f40aa,Women,WOMEN,1e-14,4,0xc0e1e0556617de3bf073e350ed4b85362f0f40aa,Women,WOMEN,1e-14,4,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294800.0649041997,168239660,1.0,100.0,1707951875,2024-02-14 23:04:35,1,2,1,0,18,1836,1,1,0.0,100.0,0.0,100.0,0.0,True,1836,burn,1707951875,2024-02-14 23:04:35,1.0011901051428393,1.01e-16,-0.9999999999999998,0.51h,True
