createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,initial_Liquidity_Token,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,token_burn_ratio,lp_avg,lp_std,creator_holding_ratio,lp_lock_ratio,is_MEV,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull
19022790,2024-1-16,0x214bac183d132c00f5639693fb9c7cfffdf7a341,0.0196114656132237,4622643396979.179,0.0392229312264475,123.62665862436836,9.486832980505138,134,4622643396979.179,0.0196114656132237,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0xc1c5795a46f4cf013feec7ed9274490f0a893870,Progressive AI,PROGRESSIVE,4622643396979.179,134,0xc1c5795a46f4cf013feec7ed9274490f0a893870,Progressive AI,PROGRESSIVE,4622643396979.179,134,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,900000000000000.0,1713749495,2024-04-22 01:31:35,1,132,1,0,5820,8224752,88,44,0.0,1.5625,54.64766554940846,55.76,0.0,True,8224752,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
19022775,2024-1-16,0xc78b136932bd6779d02a48067139c3ee3c5c81e7,9.25045e-11,0.0,0.0,2.5e-15,0.0,6,9.25045e-11,0.0,0x8e3e521c7792f1cc5029d1ecb6973a3785376884,"G, F & Y",𝕏,9.25045e-11,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0x8e3e521c7792f1cc5029d1ecb6973a3785376884,"G, F & Y",𝕏,9.25045e-11,6,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,9000000000.0,1705451255,2024-01-17 00:27:35,1,4,1,0,207,3024,2,2,0.0,33.333333333333336,78.91495971402804,0.0,0.0,True,3024,burn,1705451255,2024-01-17 00:27:35,1.0258389188279025,1e-18,-1.0,0.84h,True
19022762,2024-1-16,0x00f1517d7078ad6bafdfa95abf5d143987c1c850,2.0752e-05,0.0,0.0,1.272e-13,0.0,10,2.0752e-05,0.0,0x90724e246c1b38e8ee08b3061206c0c4b27148b5,GFY𝕏,GFY𝕏,2.0752e-05,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0x90724e246c1b38e8ee08b3061206c0c4b27148b5,GFY𝕏,GFY𝕏,2.0752e-05,10,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,552000000000.0,1705448303,2024-01-16 23:38:23,1,8,1,0,36,228,6,2,0.0,16.666666666666668,54.02857700637074,56.53,0.0,True,228,burn,1705448303,2024-01-16 23:38:23,1.1328531022995443,4.9e-17,-1.0,0.06333333333333334h,True
19022761,2024-1-16,0xdf30fa4038036752797e0debf55dd0d8189b8905,0.0,9.8e-13,0.0,4.9e-15,0.0,52,9.8e-13,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0xf8fc54b146eaf4d54032403bdbc344a3b4193b08,X is just better,BETTER,9.8e-13,52,0xf8fc54b146eaf4d54032403bdbc344a3b4193b08,X is just better,BETTER,9.8e-13,52,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,1000000.0,1705715543,2024-01-20 01:52:23,1,1,50,0,12,259727,1,0,0.0,33.333333333333336,56.70790656219525,0.0,0.0,True,267480,burn,1705715543,2024-01-20 01:52:23,0.0106412505204275,2e-18,-0.9999999999999998,74.3h,True
19022746,2024-1-16,0x69549c80b3bad98714ee26c7e0d55ad755a59e9a,0.0,4.8304589e-09,0.0,4.7e-15,0.0,5,4.8304589e-09,0.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0xcbfe870ffb48b266b49ce9c77a087c9a6caaad5b,RED,RED,4.8304589e-09,5,0xcbfe870ffb48b266b49ce9c77a087c9a6caaad5b,RED,RED,4.8304589e-09,5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,2.0,37800000000000.0,1706637215,2024-01-30 17:53:35,1,3,1,0,400516,1189332,1,2,0.0,50.0,69.29646455628166,1.0,0.0,True,1189332,burn,1706637215,2024-01-30 17:53:35,1.800593845796738,1e-18,-1.0,330.37h,True
19022745,2024-1-16,0xb32f6c7b8f6c7d769e4e7ff39e840542254b3451,4.6e-08,2.17e-14,4.35e-14,1.130707e-10,0.0,33,4.6e-08,2.17e-14,0x3fc5413107a388b97d8cdb04fd724f47dc0d6d80,Nite AI,NITE,4.6e-08,33,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0x3fc5413107a388b97d8cdb04fd724f47dc0d6d80,Nite AI,NITE,4.6e-08,33,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,2.5,9000000.0,1705449791,2024-01-17 00:03:11,1,31,1,0,1434,1608,27,4,0.0,3.703703703703704,77.10748457690588,78.89,0.0,True,1608,burn,1705449791,2024-01-17 00:03:11,3.269762403282265,2.1799e-14,-0.9999999999999932,0.44666666666666666h,True
19022718,2024-1-16,0x3fcf7373eb6a4a01b2665cddc64240345ee577d1,1.198896602519288,751982893.8476552,2.397793205038576,9172.421099322471,29154.759474226503,741,751982893.8476552,1.198896602519288,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0xe7f5c477e81f8da4468cc661d0940dd43db0186c,Pump It Up,PUMP,751982893.8476552,741,0xe7f5c477e81f8da4468cc661d0940dd43db0186c,Pump It Up,PUMP,751982893.8476552,741,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,850000000.0,1717291955,2024-06-02 01:32:35,1,740,0,0,113652,0,360,380,0.0,1.25,74.56462432011577,0.0,0.0,True,11844408,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
19022713,2024-1-16,0xd28b938e2cf2a5daad5d60cfafcfab0573feca15,0.0007134554763767,709531.8157460944,0.0007134554763767,1.8178169879074704,22.493817587864097,18,709531.8157460944,0.0007134554763767,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0xc8e65a3527ef81f08c635a6ed342a2d323faefb2,Insider Finance,InFi,709531.8157460944,18,0xc8e65a3527ef81f08c635a6ed342a2d323faefb2,Insider Finance,InFi,709531.8157460944,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,1000000000.0,1705485503,2024-01-17 09:58:23,5,12,1,393,480,37764,4,8,0.0,33.333333333333336,69.4911047065258,89.77,0.0,True,37764,burn,1705485503,2024-01-17 09:58:23,1.003719861862496,0.0007134554763767,-0.9992891886436792,10.49h,True
19022671,2024-1-16,0x2ae7dbeedc1f446db74d42c80dcd09e129b7c5d7,3.01912e-11,0.0,0.0,2.5e-15,0.0,9,3.01912e-11,0.0,0x18ef5eb6f0d30455d32909f1fddab315fe1736fe,ChartAI,CX,3.01912e-11,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0x18ef5eb6f0d30455d32909f1fddab315fe1736fe,ChartAI,CX,3.01912e-11,9,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,990000000.0,1705448579,2024-01-16 23:42:59,1,7,1,0,553,1596,5,2,0.0,20.0,84.05855221213366,0.0,0.0,True,1596,burn,1705448579,2024-01-16 23:42:59,1.04263940185768,1e-18,-1.0,0.44333333333333336h,True
19022654,2024-1-16,0x3719c31ca8b9feec0104268059bc5a56b2519352,58711963.62116134,1.5618001430380457,3.123600286076091,6950.176008683594,0.0934344690143836,555,58711963.62116134,1.5618001430380457,0x8a108371cff18a5b05f51334e22ee57d916544cd,Toothless,TOT,58711963.62116134,555,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,0x8a108371cff18a5b05f51334e22ee57d916544cd,Toothless,TOT,58711963.62116134,555,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,294799.78269819,168239753,1.0,87300000.0,1706105927,2024-01-24 14:18:47,1,554,0,0,4143,0,340,214,0.0,1.0,58.53947813228266,0.0,8.0,True,659160,,0,1970-01-01 00:00:00,0.0,0.0,,0.0h,False
